_id,ASSISTANCE_YEAR,ASSISTANCE_TERM,UNIVERSITY,AGE,COUNTY,NUMBER_OF_STUDENTS
1675,2020,1,Altınbaş Üniversitesi,18,SARIYER,1
1676,2019,1,Yıldız Teknik Üniversitesi,24,SARIYER,2
1677,2020,1,Biruni Üniversitesi,20,ÜMRANİYE,1
1678,2019,2,Düzce Üniversitesi,21,GÜNGÖREN,2
1679,2020,1,Muğla Sıtkı Koçman Üniversitesi,21,PENDİK,5
1680,2020,1,Necmettin Erbakan Üniversitesi,23,SANCAKTEPE,4
1681,2019,1,İstanbul Bilgi Üniversitesi,22,BEYOĞLU,1
1682,2020,1,İstinye Üniversitesi,20,FATİH,3
1683,2019,1,İstanbul Medipol Üniversitesi,21,ÜSKÜDAR,2
1684,2019,2,İstanbul Rumeli Üniversitesi,22,BAŞAKŞEHİR,1
1685,2020,1,İstanbul Teknik Üniversitesi,23,MALTEPE,2
1686,2020,1,İstanbul Kent Üniversitesi,20,FATİH,1
1687,2019,1,İstinye Üniversitesi,21,GAZİOSMANPAŞA,3
1688,2019,1,Düzce Üniversitesi,22,ESENLER,2
1689,2020,1,Sağlık Bilimleri Üniversitesi,24,KÜÇÜKÇEKMECE,1
1690,2019,1,Atatürk Üniversitesi,21,ÇEKMEKÖY,1
1691,2020,1,İzmir Bakırçay Üniversitesi,20,GAZİOSMANPAŞA,1
1692,2019,2,Sağlık Bilimleri Üniversitesi,20,BEYOĞLU,2
1693,2019,1,Karadeniz Teknik Üniversitesi,20,KADIKÖY,1
1694,2020,1,İstanbul Yeni Yüzyıl Üniversitesi,24,SULTANBEYLİ,1
1695,2020,1,Anadolu Üniversitesi,22,BEYKOZ,1
1696,2019,2,İstanbul Medeniyet Üniversitesi,20,BAHÇELİEVLER,1
1697,2019,2,Kocaeli Üniversitesi,24,ZEYTİNBURNU,1
1698,2019,2,Burdur Mehmet Akif Ersoy Üniversitesi,22,ÜMRANİYE,1
1699,2020,1,Karabük Üniversitesi,21,ATAŞEHİR,2
1700,2019,2,Dicle Üniversitesi,22,ATAŞEHİR,1
1701,2020,1,Özyeğin Üniversitesi,22,ÇEKMEKÖY,3
1702,2020,1,Boğaziçi Üniversitesi,22,BAHÇELİEVLER,1
1703,2019,2,Kastamonu Üniversitesi,21,SANCAKTEPE,2
1704,2020,1,Doğuş Üniversitesi,23,ZEYTİNBURNU,1
1705,2019,2,Ondokuz Mayıs Üniversitesi,21,BAYRAMPAŞA,1
1706,2020,1,Gebze Teknik Üniversitesi,24,ESENYURT,1
1707,2020,1,Marmara Üniversitesi,24,ESENLER,6
1708,2019,2,Yıldız Teknik Üniversitesi,22,EYÜPSULTAN,4
1709,2020,1,İstanbul Üniversitesi,23,KÜÇÜKÇEKMECE,14
1710,2019,2,Çanakkale Onsekiz Mart Üniversitesi,21,ÇEKMEKÖY,1
1711,2020,1,Alanya Alaaddin Keykubat Üniversitesi,22,ÜMRANİYE,3
1712,2020,1,Adıyaman Üniversitesi,22,BAHÇELİEVLER,1
1713,2020,1,Tekirdağ Namık Kemal,21,BAYRAMPAŞA,5
1714,2020,1,İstanbul Kent Üniversitesi,18,SULTANGAZİ,1
1715,2020,1,İzmir Katip Çelebi Üniversitesi,22,SANCAKTEPE,1
1716,2019,1,Zonguldak Bülent Ecevit Üniversitesi,19,EYÜPSULTAN,1
1717,2019,1,Sakarya Üniversitesi,19,AVCILAR,1
1718,2020,1,Bitlis Eren Üniversitesi,21,SULTANBEYLİ,1
1719,2019,2,Boğaziçi Üniversitesi,20,PENDİK,2
1720,2020,1,Balıkesir Üniversitesi,18,KÜÇÜKÇEKMECE,2
1721,2019,2,İstanbul Teknik Üniversitesi,25,KAĞITHANE,4
1722,2019,1,İstanbul Üniversitesi-Cerrahpaşa,23,TUZLA,1
1723,2019,2,İstanbul Kültür Üniversitesi,24,FATİH,1
1724,2020,1,Van Yüzüncü Yıl Üniversitesi,19,SULTANGAZİ,1
1725,2019,2,Muğla Sıtkı Koçman Üniversitesi,23,SULTANBEYLİ,1
1726,2020,1,Ankara Üniversitesi,22,BAHÇELİEVLER,1
1727,2020,1,Kocaeli Üniversitesi,20,EYÜPSULTAN,7
1728,2020,1,Trakya Üniversitesi,18,ÜMRANİYE,3
1729,2020,1,İstanbul Sabahattin Zaim Üniversitesi,19,BAŞAKŞEHİR,3
1730,2020,1,İstanbul Medipol Üniversitesi,21,BEYKOZ,3
1731,2020,1,İstanbul Üniversitesi,20,BAŞAKŞEHİR,17
1732,2019,2,Aydın Adnan Menderes,24,ZEYTİNBURNU,1
1733,2019,1,Sağlık Bilimleri Üniversitesi,24,KADIKÖY,2
1734,2019,2,Bartın Üniversitesi,21,SANCAKTEPE,2
1735,2020,1,Beykoz Üniversitesi,20,SULTANGAZİ,1
1736,2019,1,Bolu Abant İzzet Baysal Üniversitesi,23,BAŞAKŞEHİR,1
1737,2019,2,İstanbul Üniversitesi,22,KADIKÖY,1
1738,2020,1,İstanbul Kent Üniversitesi,22,ŞİŞLİ,1
1739,2019,1,Recep Tayyip Erdoğan,25,SANCAKTEPE,1
1740,2019,1,Çanakkale Onsekiz Mart Üniversitesi,24,EYÜPSULTAN,1
1741,2020,1,Boğaziçi Üniversitesi,19,BÜYÜKÇEKMECE,1
1742,2019,2,Mimar Sinan Güzel Sanatlar Üniversitesi,21,BAĞCILAR,1
1743,2019,1,Mimar Sinan Güzel Sanatlar Üniversitesi,24,AVCILAR,1
1744,2020,1,Dokuz Eylül Üniversitesi,21,BEYOĞLU,1
1745,2019,2,İstanbul Okan Üniversitesi,21,BEŞİKTAŞ,1
1746,2020,1,Çanakkale Onsekiz Mart Üniversitesi,22,ÜSKÜDAR,2
1747,2020,1,Bursa Uludağ Üniversitesi,21,SULTANGAZİ,11
1748,2020,1,Üsküdar Üniversitesi,25,ATAŞEHİR,1
1749,2019,1,Aydın Adnan Menderes,25,SANCAKTEPE,1
1750,2020,1,Kafkas Üniversitesi,21,GAZİOSMANPAŞA,1
1751,2020,1,Üsküdar Üniversitesi,20,EYÜPSULTAN,1
1752,2019,1,Kadir Has Üniversitesi,20,BAHÇELİEVLER,1
1753,2019,2,Sakarya Uygulamalı Bilimler Üniversitesi,22,MALTEPE,1
1754,2019,2,Trakya Üniversitesi,21,GÜNGÖREN,4
1755,2019,1,İstanbul Üniversitesi,24,BEŞİKTAŞ,1
1756,2020,1,Özyeğin Üniversitesi,20,TUZLA,1
1757,2019,1,Tokat Gaziosmanpaşa,21,EYÜPSULTAN,1
1758,2019,1,İstanbul Teknik Üniversitesi,26,BEYOĞLU,1
1759,2019,1,İstanbul Aydın Üniversitesi,21,ÇATALCA,1
1760,2019,2,Düzce Üniversitesi,22,SULTANGAZİ,1
1761,2019,2,İstanbul Yeni Yüzyıl Üniversitesi,22,ESENLER,1
1762,2020,1,Trakya Üniversitesi,21,KÜÇÜKÇEKMECE,26
1763,2020,1,Marmara Üniversitesi,24,GÜNGÖREN,3
1764,2019,1,Bursa Uludağ Üniversitesi,23,SULTANBEYLİ,1
1765,2020,1,Hacettepe Üniversitesi,20,BAHÇELİEVLER,3
1766,2019,2,Yıldız Teknik Üniversitesi,25,ŞİŞLİ,1
1767,2019,1,Bursa Uludağ Üniversitesi,21,KÜÇÜKÇEKMECE,4
1768,2019,2,Yalova Üniversitesi,20,ESENLER,3
1769,2019,2,Zonguldak Bülent Ecevit Üniversitesi,24,PENDİK,1
1770,2019,1,Eskişehir Osmangazi Üniversitesi,22,ÜMRANİYE,1
1771,2019,1,Haliç Üniversitesi,25,KADIKÖY,1
1772,2019,2,Marmara Üniversitesi,25,ŞİŞLİ,1
1773,2019,1,Van Yüzüncü Yıl Üniversitesi,21,SULTANBEYLİ,1
1774,2019,2,Amasya Üniversitesi,21,SULTANGAZİ,1
1775,2020,1,İstanbul Aydın Üniversitesi,19,ZEYTİNBURNU,3
1776,2019,2,Sağlık Bilimleri Üniversitesi,24,ESENLER,1
1777,2019,2,Bilecik Şeyh Edebali Üniversitesi,23,BEYLİKDÜZÜ,1
1778,2020,1,Niğde Ömer Halisdemir,21,ESENLER,1
1779,2019,2,Pamukkale Üniversitesi,20,EYÜPSULTAN,1
1780,2020,1,Sakarya Üniversitesi,21,SİLİVRİ,7
1781,2020,1,Koç Üniversitesi,23,ÜMRANİYE,1
1782,2020,1,Marmara Üniversitesi,20,BEYOĞLU,7
1783,2020,1,Boğaziçi Üniversitesi,20,BEYOĞLU,1
1784,2019,1,Bursa Teknik Üniversitesi,20,KARTAL,1
1785,2020,1,Kütahya Sağlık Bilimleri Üniversitesi,18,BAĞCILAR,1
1786,2019,2,Yıldız Teknik Üniversitesi,20,ÇEKMEKÖY,1
1787,2020,1,Selçuk Üniversitesi,22,AVCILAR,1
1788,2020,1,Manisa Celâl Bayar Üniversitesi,19,ARNAVUTKÖY,1
1789,2019,1,Muğla Sıtkı Koçman Üniversitesi,22,AVCILAR,1
1790,2020,1,Ağrı İbrahim Çeçen Üniversitesi,20,ARNAVUTKÖY,1
1791,2020,1,Çankırı Karatekin Üniversitesi,21,BEYLİKDÜZÜ,1
1792,2019,1,Uşak Üniversitesi,21,SANCAKTEPE,1
1793,2019,2,Sakarya Uygulamalı Bilimler Üniversitesi,22,SULTANBEYLİ,7
1794,2020,1,Hitit Üniversitesi,21,SULTANBEYLİ,1
1795,2020,1,İstanbul Sabahattin Zaim Üniversitesi,22,KÜÇÜKÇEKMECE,3
1796,2019,2,Atatürk Üniversitesi,23,KARTAL,1
1797,2020,1,İstanbul Kent Üniversitesi,20,KARTAL,1
1798,2019,2,Aydın Adnan Menderes,22,PENDİK,3
1799,2020,1,Selçuk Üniversitesi,24,SULTANBEYLİ,1
1800,2019,2,Dokuz Eylül Üniversitesi,23,BAĞCILAR,2
1801,2019,2,İstanbul Üniversitesi,23,ESENLER,5
1802,2019,1,İzmir Demokrasi Üniversitesi,20,ATAŞEHİR,1
1803,2020,1,Erzincan Binali Yıldırım Üniversitesi,20,BÜYÜKÇEKMECE,1
1804,2020,1,İstanbul Medeniyet Üniversitesi,20,BAĞCILAR,7
1805,2019,1,Van Yüzüncü Yıl Üniversitesi,24,ÜMRANİYE,1
1806,2020,1,Trabzon Üniversitesi,21,GÜNGÖREN,1
1807,2020,1,Beykent Üniversitesi,20,ŞİŞLİ,1
1808,2019,2,Kırklareli Üniversitesi,26,ARNAVUTKÖY,1
1809,2020,1,Muğla Sıtkı Koçman Üniversitesi,23,EYÜPSULTAN,1
1810,2019,1,Bandırma Onyedi Eylül,22,BÜYÜKÇEKMECE,1
1811,2019,2,Sağlık Bilimleri Üniversitesi,20,KAĞITHANE,6
1812,2020,1,İstanbul Üniversitesi,22,SİLİVRİ,3
1813,2019,2,Pamukkale Üniversitesi,20,SANCAKTEPE,2
1814,2019,2,Karabük Üniversitesi,22,KÜÇÜKÇEKMECE,2
1815,2020,1,Akdeniz Üniversitesi,21,SULTANGAZİ,5
1816,2019,2,Çanakkale Onsekiz Mart Üniversitesi,22,SULTANGAZİ,4
1817,2020,1,Zonguldak Bülent Ecevit Üniversitesi,19,ARNAVUTKÖY,3
1818,2019,1,Bursa Uludağ Üniversitesi,21,AVCILAR,2
1819,2019,2,Aydın Adnan Menderes,22,BEŞİKTAŞ,1
1820,2020,1,Sakarya Uygulamalı Bilimler Üniversitesi,21,ÜMRANİYE,7
1821,2019,1,Erzincan Binali Yıldırım Üniversitesi,22,PENDİK,1
1822,2019,2,Boğaziçi Üniversitesi,24,BEYLİKDÜZÜ,1
1823,2019,2,Pamukkale Üniversitesi,21,BÜYÜKÇEKMECE,1
1824,2020,1,İstanbul Medipol Üniversitesi,20,ÜMRANİYE,8
1825,2020,1,Ondokuz Mayıs Üniversitesi,18,SULTANGAZİ,1
1826,2020,1,Bursa Uludağ Üniversitesi,20,ÇEKMEKÖY,2
1827,2019,1,Kırıkkale Üniversitesi,24,ESENLER,1
1828,2019,2,Tekirdağ Namık Kemal,20,BAKIRKÖY,1
1829,2020,1,İstanbul Gedik Üniversitesi,19,SULTANBEYLİ,2
1830,2020,1,İstanbul Gelişim Üniversitesi,20,AVCILAR,4
1831,2019,1,Artvin Çoruh Üniversitesi,20,PENDİK,1
1832,2019,2,Düzce Üniversitesi,23,SANCAKTEPE,3
1833,2019,1,Kırıkkale Üniversitesi,21,ESENYURT,1
1834,2020,1,Kütahya Dumlupınar Üniversitesi,19,BAĞCILAR,2
1835,2020,1,Ankara Yıldırım Beyazıt Üniversitesi,20,BÜYÜKÇEKMECE,2
1836,2019,1,Tobb Ekonomi Ve Teknoloji Üniversitesi,24,GAZİOSMANPAŞA,1
1837,2019,1,Üsküdar Üniversitesi,26,FATİH,1
1838,2019,2,Bolu Abant İzzet Baysal Üniversitesi,21,ESENLER,6
1839,2019,1,Eskişehir Osmangazi Üniversitesi,21,PENDİK,2
1840,2020,1,İzmir Katip Çelebi Üniversitesi,20,PENDİK,3
1841,2020,1,Kadir Has Üniversitesi,21,KAĞITHANE,3
1842,2020,1,Fatih Sultan Mehmet Vakıf Üniversitesi,21,ESENLER,3
1843,2020,1,İstanbul Sabahattin Zaim Üniversitesi,22,BEYLİKDÜZÜ,1
1844,2020,1,Kütahya Dumlupınar Üniversitesi,20,KARTAL,3
1845,2020,1,Bilecik Şeyh Edebali Üniversitesi,20,ŞİŞLİ,1
1846,2020,1,Haliç Üniversitesi,21,BAYRAMPAŞA,1
1847,2019,2,Biruni Üniversitesi,23,ESENLER,1
1848,2019,2,İstanbul Üniversitesi,23,GÜNGÖREN,7
1849,2020,1,Düzce Üniversitesi,19,BEYKOZ,2
1850,2019,1,Manisa Celâl Bayar Üniversitesi,21,PENDİK,1
1851,2019,1,Ege Üniversitesi,22,ATAŞEHİR,2
1852,2019,1,İstanbul Gelişim Üniversitesi,21,KÜÇÜKÇEKMECE,3
1853,2019,1,Sağlık Bilimleri Üniversitesi,19,MALTEPE,1
1854,2019,2,Marmara Üniversitesi,21,ŞİŞLİ,6
1855,2019,1,Kafkas Üniversitesi,23,ESENLER,1
1856,2019,1,Kırklareli Üniversitesi,19,BÜYÜKÇEKMECE,1
1857,2019,2,İstanbul Üniversitesi-Cerrahpaşa,20,PENDİK,7
1858,2020,1,Gazi Üniversitesi,22,ESENLER,1
1859,2019,1,Yıldız Teknik Üniversitesi,23,TUZLA,1
1860,2019,1,Kocaeli Üniversitesi,23,KÜÇÜKÇEKMECE,2
1861,2020,1,İstanbul Esenyurt Üniversitesi,18,BÜYÜKÇEKMECE,1
1862,2020,1,İstanbul Ticaret Üniversitesi,23,GÜNGÖREN,1
1863,2019,1,Trabzon Üniversitesi,21,ARNAVUTKÖY,1
1864,2020,1,Trakya Üniversitesi,19,MALTEPE,1
1865,2020,1,Bilecik Şeyh Edebali Üniversitesi,23,AVCILAR,1
1866,2020,1,Bilecik Şeyh Edebali Üniversitesi,22,BÜYÜKÇEKMECE,3
1867,2019,2,Kastamonu Üniversitesi,23,PENDİK,1
1868,2019,1,Bursa Teknik Üniversitesi,24,KARTAL,1
1869,2019,2,İstanbul Üniversitesi-Cerrahpaşa,24,KÜÇÜKÇEKMECE,6
1870,2019,2,Marmara Üniversitesi,25,ÜMRANİYE,5
1871,2019,1,Tokat Gaziosmanpaşa,21,BAHÇELİEVLER,1
1872,2019,2,Bilecik Şeyh Edebali Üniversitesi,21,SULTANBEYLİ,1
1873,2019,1,Erciyes Üniversitesi,22,ÜSKÜDAR,1
1874,2019,1,Yozgat Bozok Üniversitesi,24,SANCAKTEPE,1
1875,2019,2,Sakarya Uygulamalı Bilimler Üniversitesi,22,BEYKOZ,1
1876,2019,2,Tekirdağ Namık Kemal,24,BAKIRKÖY,1
1877,2019,2,Zonguldak Bülent Ecevit Üniversitesi,20,PENDİK,1
1878,2019,1,Kütahya Dumlupınar Üniversitesi,20,BAĞCILAR,3
1879,2020,1,Koç Üniversitesi,24,SULTANBEYLİ,1
1880,2020,1,Eskişehir Teknik Üniversitesi,20,EYÜPSULTAN,1
1881,2020,1,Piri Reis Üniversitesi,21,SULTANGAZİ,1
1882,2020,1,İstanbul Okan Üniversitesi,21,ÇEKMEKÖY,1
1883,2019,1,Kastamonu Üniversitesi,23,ARNAVUTKÖY,1
1884,2020,1,Sağlık Bilimleri Üniversitesi,23,GAZİOSMANPAŞA,1
1885,2019,2,Kocaeli Üniversitesi,23,ÜSKÜDAR,3
1886,2020,1,Yalova Üniversitesi,19,ATAŞEHİR,1
1887,2020,1,Düzce Üniversitesi,21,BAYRAMPAŞA,2
1888,2020,1,Erzurum Teknik Üniversitesi,22,SULTANBEYLİ,1
1889,2020,1,Hitit Üniversitesi,23,KÜÇÜKÇEKMECE,1
1890,2019,2,İstanbul Medeniyet Üniversitesi,25,ATAŞEHİR,2
1891,2020,1,Fırat Üniversitesi,22,FATİH,1
1892,2020,1,Kütahya Dumlupınar Üniversitesi,22,BAŞAKŞEHİR,3
1893,2019,2,Yeditepe Üniversitesi,21,ESENYURT,1
1894,2019,1,Sakarya Uygulamalı Bilimler Üniversitesi,21,BAYRAMPAŞA,1
1895,2019,1,Gümüşhane Üniversitesi,21,TUZLA,2
1896,2019,1,Dokuz Eylül Üniversitesi,21,KARTAL,2
1897,2020,1,Isparta Uygulamalı Bilimler Üniversitesi,20,ZEYTİNBURNU,1
1898,2020,1,Sakarya Uygulamalı Bilimler Üniversitesi,19,KARTAL,5
1899,2019,1,Munzur Üniversitesi,20,ARNAVUTKÖY,1
1900,2020,1,İstanbul Rumeli Üniversitesi,21,GÜNGÖREN,1
1901,2019,1,Karabük Üniversitesi,19,KÜÇÜKÇEKMECE,1
1902,2020,1,Trakya Üniversitesi,24,FATİH,2
1903,2019,2,Mimar Sinan Güzel Sanatlar Üniversitesi,19,AVCILAR,1
1904,2019,1,Abdullah Gül Üniversitesi,23,BEŞİKTAŞ,1
1905,2020,1,Sağlık Bilimleri Üniversitesi,18,ZEYTİNBURNU,1
1906,2019,2,Kocaeli Üniversitesi,22,AVCILAR,2
1907,2019,2,Beykent Üniversitesi,21,SULTANBEYLİ,1
1908,2020,1,İstanbul Üniversitesi,22,GAZİOSMANPAŞA,28
1909,2020,1,Anadolu Üniversitesi,19,KARTAL,1
1910,2019,2,Eskişehir Osmangazi Üniversitesi,24,PENDİK,1
1911,2020,1,Bilecik Şeyh Edebali Üniversitesi,22,SİLİVRİ,1
1912,2019,2,İstanbul Üniversitesi,24,ÜSKÜDAR,7
1913,2020,1,Yıldız Teknik Üniversitesi,24,BEYLİKDÜZÜ,1
1914,2020,1,Yıldız Teknik Üniversitesi,25,ÜSKÜDAR,3
1915,2019,2,Kütahya Dumlupınar Üniversitesi,23,BAHÇELİEVLER,1
1916,2019,1,İnönü Üniversitesi,21,FATİH,1
1917,2020,1,Işık Üniversitesi,23,FATİH,1
1918,2020,1,Sakarya Uygulamalı Bilimler Üniversitesi,25,ÜMRANİYE,1
1919,2020,1,İstanbul Şişli Meslek Yüksekokulu,18,SULTANGAZİ,1
1920,2020,1,Kütahya Dumlupınar Üniversitesi,25,KÜÇÜKÇEKMECE,1
1921,2020,1,Kocaeli Üniversitesi,22,ÇEKMEKÖY,8
1922,2019,2,Akdeniz Üniversitesi,22,BEYKOZ,1
1923,2020,1,Kocaeli Üniversitesi,21,ARNAVUTKÖY,7
1924,2019,1,Mersin Üniversitesi,19,SULTANBEYLİ,1
1925,2019,1,Kütahya Dumlupınar Üniversitesi,23,ESENYURT,2
1926,2019,2,Bartın Üniversitesi,21,TUZLA,1
1927,2019,1,İstanbul Üniversitesi-Cerrahpaşa,20,ATAŞEHİR,4
1928,2020,1,İbn Haldun Üniversitesi,23,GÜNGÖREN,1
1929,2019,2,Fırat Üniversitesi,21,BAHÇELİEVLER,1
1930,2020,1,Bolu Abant İzzet Baysal Üniversitesi,21,ÇEKMEKÖY,1
1931,2020,1,Ordu Üniversitesi,22,ÇEKMEKÖY,1
1932,2020,1,Bahçeşehir Üniversitesi,24,BAĞCILAR,1
1933,2020,1,Sağlık Bilimleri Üniversitesi,20,KÜÇÜKÇEKMECE,11
1934,2019,2,Kafkas Üniversitesi,22,GÜNGÖREN,1
1935,2019,1,Türk-Alman Üniversitesi,20,ÜMRANİYE,1
1936,2019,2,Sakarya Uygulamalı Bilimler Üniversitesi,22,BAĞCILAR,1
1937,2020,1,Yalova Üniversitesi,21,SULTANGAZİ,1
1938,2020,1,Muğla Sıtkı Koçman Üniversitesi,20,BÜYÜKÇEKMECE,2
1939,2019,2,İstanbul Üniversitesi,22,SARIYER,5
1940,2020,1,Iğdır Üniversitesi,24,PENDİK,1
1941,2020,1,Kütahya Sağlık Bilimleri Üniversitesi,24,BEYLİKDÜZÜ,1
1942,2019,1,Trakya Üniversitesi,25,GAZİOSMANPAŞA,2
1943,2019,1,Akdeniz Üniversitesi,22,SULTANGAZİ,2
1944,2020,1,Gebze Teknik Üniversitesi,20,ESENYURT,3
1945,2020,1,Maltepe Üniversitesi,18,MALTEPE,3
1946,2020,1,Boğaziçi Üniversitesi,23,SARIYER,6
1947,2020,1,Trakya Üniversitesi,24,SİLİVRİ,1
1948,2020,1,Akdeniz Üniversitesi,18,SANCAKTEPE,1
1949,2020,1,İstanbul Üniversitesi,18,FATİH,4
1950,2019,1,Ondokuz Mayıs Üniversitesi,19,BAŞAKŞEHİR,1
1951,2020,1,Kütahya Dumlupınar Üniversitesi,21,BAYRAMPAŞA,2
1952,2020,1,İstanbul Gelişim Üniversitesi,20,PENDİK,1
1953,2019,1,Çankırı Karatekin Üniversitesi,20,BAĞCILAR,1
1954,2019,2,Fatih Sultan Mehmet Vakıf Üniversitesi,22,ÜMRANİYE,1
1955,2019,2,Bolu Abant İzzet Baysal Üniversitesi,22,ESENYURT,5
1956,2020,1,Tekirdağ Namık Kemal,21,BEYLİKDÜZÜ,4
1957,2020,1,Atatürk Üniversitesi,19,ATAŞEHİR,1
1958,2019,2,Zonguldak Bülent Ecevit Üniversitesi,21,BAŞAKŞEHİR,1
1959,2019,1,İstanbul Kültür Üniversitesi,22,KAĞITHANE,1
1960,2019,2,Çanakkale Onsekiz Mart Üniversitesi,24,ARNAVUTKÖY,1
1961,2020,1,Sağlık Bilimleri Üniversitesi,18,BAĞCILAR,3
1962,2019,2,İstanbul Medeniyet Üniversitesi,22,KAĞITHANE,3
1963,2019,1,İstanbul Arel Üniversitesi,26,BAYRAMPAŞA,1
1964,2020,1,İstanbul Medeniyet Üniversitesi,24,BEYKOZ,1
1965,2019,2,İstanbul Arel Üniversitesi,22,ESENYURT,2
1966,2020,1,Tokat Gaziosmanpaşa,18,ESENLER,1
1967,2019,2,Karabük Üniversitesi,20,SULTANBEYLİ,3
1968,2020,1,Bilecik Şeyh Edebali Üniversitesi,20,SULTANGAZİ,3
1969,2020,1,İstanbul Medipol Üniversitesi,22,GAZİOSMANPAŞA,1
1970,2020,1,Pamukkale Üniversitesi,22,AVCILAR,1
1971,2019,1,Kocaeli Üniversitesi,19,ÇEKMEKÖY,1
1972,2020,1,Bartın Üniversitesi,21,BAĞCILAR,1
1973,2020,1,Mef Üniversitesi,22,KÜÇÜKÇEKMECE,2
1974,2019,2,İstinye Üniversitesi,22,ESENYURT,2
1975,2020,1,İstanbul Üniversitesi-Cerrahpaşa,18,SANCAKTEPE,2
1976,2019,1,Mimar Sinan Güzel Sanatlar Üniversitesi,23,GAZİOSMANPAŞA,1
1977,2020,1,İstanbul Şişli Meslek Yüksekokulu,19,EYÜPSULTAN,1
1978,2019,2,Düzce Üniversitesi,23,BAHÇELİEVLER,3
1979,2019,2,Eskişehir Teknik Üniversitesi,24,BAĞCILAR,1
1980,2019,2,Sakarya Üniversitesi,23,ÜSKÜDAR,2
1981,2019,1,Yeditepe Üniversitesi,23,MALTEPE,1
1982,2020,1,İstanbul Medipol Üniversitesi,21,MALTEPE,1
1983,2020,1,Nişantaşı Üniversitesi,20,SANCAKTEPE,1
1984,2020,1,Boğaziçi Üniversitesi,22,EYÜPSULTAN,3
1985,2019,1,Üsküdar Üniversitesi,21,ZEYTİNBURNU,1
1986,2020,1,Muğla Sıtkı Koçman Üniversitesi,19,SANCAKTEPE,3
1987,2020,1,Bolu Abant İzzet Baysal Üniversitesi,23,ZEYTİNBURNU,1
1988,2020,1,Karabük Üniversitesi,25,ARNAVUTKÖY,1
1989,2020,1,Bilecik Şeyh Edebali Üniversitesi,20,BAŞAKŞEHİR,1
1990,2019,2,Karadeniz Teknik Üniversitesi,20,KAĞITHANE,1
1991,2019,2,Bursa Uludağ Üniversitesi,20,ESENLER,1
1992,2019,2,Trabzon Üniversitesi,22,BAŞAKŞEHİR,1
1993,2019,1,Çankaya Üniversitesi,20,ESENYURT,1
1994,2019,2,İstanbul Üniversitesi-Cerrahpaşa,19,GAZİOSMANPAŞA,2
1995,2020,1,Kırıkkale Üniversitesi,21,SULTANBEYLİ,1
1996,2019,2,Ege Üniversitesi,21,ATAŞEHİR,1
1997,2019,1,Sakarya Üniversitesi,21,BEYKOZ,1
1998,2019,1,Çanakkale Onsekiz Mart Üniversitesi,26,GÜNGÖREN,1
1999,2019,2,Dokuz Eylül Üniversitesi,21,BEYLİKDÜZÜ,1
2000,2019,2,İstanbul Ticaret Üniversitesi,23,AVCILAR,1
2001,2019,1,Van Yüzüncü Yıl Üniversitesi,21,BAĞCILAR,1
2002,2019,1,Çankırı Karatekin Üniversitesi,23,ESENYURT,1
2003,2019,2,Kırıkkale Üniversitesi,20,SULTANGAZİ,1
2004,2020,1,Necmettin Erbakan Üniversitesi,20,BAKIRKÖY,1
2005,2020,1,Fırat Üniversitesi,23,KÜÇÜKÇEKMECE,1
2006,2020,1,Balıkesir Üniversitesi,22,AVCILAR,1
2007,2020,1,Aydın Adnan Menderes,20,BAHÇELİEVLER,3
2008,2020,1,Çankırı Karatekin Üniversitesi,21,BEŞİKTAŞ,1
2009,2019,2,İstanbul Gelişim Üniversitesi,24,BAYRAMPAŞA,1
2010,2019,1,Kütahya Sağlık Bilimleri Üniversitesi,19,BAĞCILAR,1
2011,2019,1,Beykoz Üniversitesi,22,BEYKOZ,2
2012,2019,2,İstanbul Arel Üniversitesi,24,ÇATALCA,1
2013,2019,1,Gümüşhane Üniversitesi,21,BAHÇELİEVLER,1
2014,2020,1,İzmir Demokrasi Üniversitesi,19,KADIKÖY,1
2015,2019,2,Ege Üniversitesi,24,SANCAKTEPE,1
2016,2019,1,Aydın Adnan Menderes,21,SANCAKTEPE,1
2017,2020,1,İzmir Yüksek Teknoloji Enstitüsü,20,KAĞITHANE,1
2018,2020,1,Çanakkale Onsekiz Mart Üniversitesi,23,BAĞCILAR,10
2019,2019,1,İstanbul Medeniyet Üniversitesi,23,KAĞITHANE,4
2020,2020,1,Konya Teknik Üniversitesi,19,PENDİK,1
2021,2019,1,Dokuz Eylül Üniversitesi,21,BÜYÜKÇEKMECE,1
2022,2019,1,Konya Teknik Üniversitesi,21,ÜSKÜDAR,1
2023,2019,1,İstanbul Üniversitesi,25,ÜSKÜDAR,1
2024,2019,2,Atatürk Üniversitesi,22,SULTANBEYLİ,3
2025,2020,1,Burdur Mehmet Akif Ersoy Üniversitesi,19,BAHÇELİEVLER,1
2026,2020,1,Bartın Üniversitesi,23,KÜÇÜKÇEKMECE,1
2027,2020,1,Trakya Üniversitesi,22,BAŞAKŞEHİR,11
2028,2020,1,İstanbul Gelişim Üniversitesi,21,ÜMRANİYE,1
2029,2019,1,Mimar Sinan Güzel Sanatlar Üniversitesi,20,KÜÇÜKÇEKMECE,1
2030,2019,2,Marmara Üniversitesi,25,BAŞAKŞEHİR,1
2031,2020,1,Bayburt Üniversitesi,21,BAĞCILAR,1
2032,2019,1,Türk-Alman Üniversitesi,20,BAŞAKŞEHİR,1
